City	Shape	CountofShape
Athens	Unknown	1
Athens	Triangle	2
Athens	Other	1
Athens	Light	2
Athens	Fireball	1
Athens	Circle	1
Atascocita	Unknown	2
Atascocita	Light	1
Atascocita	Fireball	1
Atascocita	Disk	1
Atascocita	Circle	1
Aspermont	Light	1
Arvana-Lamesa	Disk	2
Arp	Light	1
Arlington	Unknown	4
Arlington	Triangle	13
Arlington	Teardrop	1
Arlington	Sphere	7
Arlington	Oval	5
Arlington	Other	2
Arlington	Light	18
Arlington	Formation	1
Arlington	Flash	1
Arlington	Fireball	5
Arlington	Egg	2
Arlington	Disk	2
Arlington	Diamond	1
Arlington	Cylinder	2
Arlington	Cross	1
Arlington	Circle	1
Arlington	Cigar	2
Arlington	Chevron	2
Arlen	Flash	1
Arkadelphia	Sphere	1
Argyle	Disk	1
Archer City	Triangle	1
Aransas Pass	Light	1
Aquilla	Triangle	1
Anthony	Changing	1
Anson	Fireball	1
Anson	Changing	1
Anna	Triangle	1
Anna	Other	1
Anna	Fireball	1
Angleton	Sphere	1
Angleton	Oval	1
Angleton	Light	2
Angleton	Formation	1
Angleton	Flash	2
Angleton	Cross	1
Andrews	Unknown	1
Andrews	Oval	1
Anahuac	Oval	1
Anahuac	Cylinder	1
Amarillo	Unknown	3
Amarillo	Triangle	7
Amarillo	Teardrop	1
Amarillo	Sphere	4
Amarillo	Rectangle	1
Amarillo	Oval	1
Amarillo	Other	4
Amarillo	Light	5
Amarillo	Formation	1
Amarillo	Flash	1
Amarillo	Fireball	2
Amarillo	Disk	3
Amarillo	Diamond	1
Amarillo	Cross	1
Amarillo	Circle	5
Amarillo	Chevron	1
Amarillo	Changing	1
Alvord	Triangle	1
Alvin	Unknown	2
Alvin	Sphere	1
Alvin	Other	3
Alvin	Light	1
Alvin	Fireball	3
Alvin	Diamond	1
Alvin	Circle	2
Alvin	Cigar	2
Alvarado	Teardrop	1
Alvarado	Light	1
Alvarado	Fireball	1
Alvarado	Circle	1
Alvarado	Chevron	1
Alto	Light	1
Alpine	Triangle	2
Alpine	Other	1
Alpine	Light	3
Allison	Triangle	1
Allen	Unknown	5
Allen	Triangle	3
Allen	Teardrop	1
Allen	Rectangle	1
Allen	Other	2
Allen	Light	2
Allen	Egg	1
Allen	Circle	2
Allen	Cigar	1
Alice	Triangle	1
Alice	Sphere	1
Alice	Other	1
Alice	Light	3
Alice	Disk	2
Alice	Cylinder	1
Aledo	Light	1
Aledo	Formation	1
Aledo	Flash	1
Aledo	Fireball	1
Aledo	Disk	1
Albany	Fireball	1
Alamo	Sphere	1
Alamo	Diamond	1
Alamo	Circle	1
Adkins	Unknown	1
Adkins	Sphere	1
Adkins	Diamond	1
Addison	Unknown	1
Addison	Triangle	1
Addison	Teardrop	1
Addison	Other	1
Addison	Fireball	1
Academy	Other	1
Abilene	Unknown	4
Abilene	Triangle	4
Abilene	Sphere	1
Abilene	Rectangle	1
Abilene	Oval	2
Abilene	Other	2
Abilene	Light	15
Abilene	Formation	2
Abilene	Fireball	1
Abilene	Disk	1
Abilene	Cone	1
Abilene	Circle	1
Abilene	Changing	2
