City	MonthofDate	Shape	CountofShape
Houston	March 2009	Unknown	1
Melissa	February 2009	Other	1
Carta Valley	February 2009	Fireball	1
Rhome	February 2009	Unknown	1
Ozona	February 2009	Light	1
Kountze	February 2009	Light	1
Johnson City	February 2009	Fireball	1
Anahuac	February 2009	Oval	1
Robstown	February 2009	Cigar	1
Weslaco	February 2009	Light	1
Celina	February 2009	Circle	1
Canton	February 2009	Other	1
Boerne	February 2009	Circle	1
Brownwood	February 2009	Light	1
Cotulla	February 2009	Light	1
Burleson	February 2009	Other	2
Stephenville	February 2009	Unknown	3
Tyler	February 2009	Other	1
Nacogdoches	February 2009	Unknown	1
New Braunfels	February 2009	Light	1
Baytown	February 2009	Fireball	1
College Station	February 2009	Light	1
Spring	February 2009	Light	1
Abilene	February 2009	Other	1
Round Rock	February 2009	Changing	1
Dallas	February 2009	Light	1
Austin	February 2009	Circle	2
Houston	February 2009	Light	1
Silsbee	January 2009	Light	1
Kaufman County	January 2009	Light	1
Gorman	January 2009	Unknown	1
Arp	January 2009	Light	1
Argyle	January 2009	Disk	1
Pipe Creek	January 2009	Light	1
Matagorda	January 2009	Other	1
Hooks	January 2009	Light	1
Electra	January 2009	Oval	1
Eastland	January 2009	Light	1
Canton	January 2009	*	3
Bay City	January 2009	Light	1
Ballinger	January 2009	Other	1
Canyon Lake	January 2009	Fireball	1
Brownwood	January 2009	Triangle	1
Tuscola	January 2009	Unknown	1
Seguin	January 2009	Unknown	1
Laredo	January 2009	Unknown	1
Tyler	January 2009	Sphere	1
Copperas Cove	January 2009	Changing	1
Killeen	January 2009	Teardrop	1
Carrollton	January 2009	Circle	1
San Marcos	January 2009	Triangle	1
Abilene	January 2009	Unknown	1
Amarillo	January 2009	Triangle	1
Dallas	January 2009	Unknown	1
San Antonio	January 2009	*	2
Houston	January 2009	*	3
Matagorda	December 2008	Other	1
Missouri City	December 2008	Oval	1
Gilmer	December 2008	Light	1
Vidor	December 2008	Cone	1
Lakeway	December 2008	Rectangle	1
Paris	December 2008	Other	1
Cedar Park	December 2008	Light	1
Spring	December 2008	Light	1
Amarillo	December 2008	Sphere	1
Katy	December 2008	Light	1
Dallas	December 2008	*	2
San Antonio	December 2008	*	2
Austin	December 2008	*	2
Vernon	November 2008	Light	1
Terlingua	November 2008	Light	1
Ranger	November 2008	Light	1
Lometa	November 2008	Disk	1
Wilmer	November 2008	Cigar	1
Webster	November 2008	Light	1
Edinburg	November 2008	Other	1
Huntsville	November 2008	Cigar	1
North Richland Hills	November 2008	Disk	1
Friendswood	November 2008	Other	1
Flower Mound	November 2008	Light	1
Burleson	November 2008	*	2
Kingwood	November 2008	Circle	1
Cleburne	November 2008	Light	1
Keller	November 2008	Light	1
Alvin	November 2008	Other	1
Tyler	November 2008	Sphere	1
Unknown	November 2008	Light	1
Allen	November 2008	Unknown	1
Georgetown	November 2008	Triangle	1
McKinney	November 2008	Light	1
Galveston	November 2008	Light	1
Spring	November 2008	Other	1
Garland	November 2008	Unknown	1
Amarillo	November 2008	Other	1
Plano	November 2008	Disk	1
Arlington	November 2008	*	2
El Paso	November 2008	*	3
Dallas	November 2008	*	4
San Antonio	November 2008	*	2
Austin	November 2008	*	3
Weimar	October 2008	Oval	1
Rosebud	October 2008	Oval	1
Liverpool	October 2008	Circle	1
Evant	October 2008	Circle	1
Centerville	October 2008	Light	1
Carlton	October 2008	Light	1
Blossom	October 2008	Sphere	1
Lavon	October 2008	Light	1
Dublin	October 2008	Sphere	1
Lindale	October 2008	Chevron	1
Cisco	October 2008	Formation	2
Princeton	October 2008	Flash	1
Farmers Branch	October 2008	Light	1
Bonham	October 2008	Egg	1
Comanche	October 2008	Formation	1
Granbury	October 2008	*	2
Fairfield	October 2008	*	3
Terrell	October 2008	Oval	1
Sidney	October 2008	Light	1
Brownwood	October 2008	Light	2
Texas City	October 2008	Other	1
Brownsville	October 2008	Disk	1
Azle	October 2008	Other	1
Unknown	October 2008	Oval	1
Bryan	October 2008	Chevron	1
Allen	October 2008	Other	1
Mesquite	October 2008	*	2
Waco	October 2008	Rectangle	1
McKinney	October 2008	Light	2
Abilene	October 2008	*	6
Amarillo	October 2008	Flash	1
Lubbock	October 2008	*	2
Plano	October 2008	Cylinder	1
Arlington	October 2008	*	2
Fort Worth	October 2008	Triangle	1
El Paso	October 2008	Light	1
Dallas	October 2008	*	4
Austin	October 2008	Sphere	1
Pearsall	September 2008	Triangle	1
South Padre Island	September 2008	Light	2
Pecos	September 2008	Circle	1
Freer	September 2008	Other	1
Farmers Branch	September 2008	Teardrop	1
Huffman	September 2008	Light	1
Southlake	September 2008	Unknown	1
Palestine	September 2008	Oval	1
Edinburg	September 2008	Circle	1
Hurst	September 2008	Circle	1
Brownsville	September 2008	Triangle	1
Killeen	September 2008	Light	1
Spring	September 2008	Triangle	1
El Paso	September 2008	Light	1
San Antonio	September 2008	Triangle	1
Austin	September 2008	*	3
Houston	September 2008	*	5
Wichita County	August 2008	Diamond	1
Broaddus	August 2008	Unknown	1
Lantana	August 2008	Circle	1
Kingsland	August 2008	Sphere	1
Hebronville	August 2008	Fireball	1
Ingleside	August 2008	Disk	1
Alamo	August 2008	Sphere	1
Lakehills	August 2008	Light	1
Cross Roads	August 2008	Disk	1
Post	August 2008	Light	1
Gatesville	August 2008	Triangle	1
Brady	August 2008	Other	1
Smithville	August 2008	Light	1
Springtown	August 2008	Cigar	1
Palestine	August 2008	Teardrop	1
Athens	August 2008	Triangle	1
League City	August 2008	Unknown	1
McAllen	August 2008	Disk	1
Beaumont	August 2008	Cylinder	1
Pearland	August 2008	Fireball	1
Allen	August 2008	Teardrop	1
Mesquite	August 2008	Sphere	1
Spring	August 2008	Circle	1
Denton	August 2008	Disk	2
Amarillo	August 2008	Disk	1
Katy	August 2008	Unknown	1
Arlington	August 2008	Oval	1
Corpus Christi	August 2008	Light	1
El Paso	August 2008	Teardrop	1
Dallas	August 2008	Unknown	1
Austin	August 2008	*	3
Houston	August 2008	*	5
Lake Kiowa	July 2008	Triangle	1
Kennedale	July 2008	Diamond	1
Caddo Mills	July 2008	Unknown	1
Henderson	July 2008	Unknown	1
Royse City	July 2008	Light	1
Fort Davis	July 2008	Light	1
Southlake	July 2008	*	2
Webster	July 2008	Light	1
Temple	July 2008	Other	1
Leander	July 2008	Oval	1
Humble	July 2008	Light	1
Cypress	July 2008	Light	1
Wichita Falls	July 2008	Other	1
Round Rock	July 2008	Flash	1
Corpus Christi	July 2008	Other	1
Fort Worth	July 2008	Triangle	2
Dallas	July 2008	Fireball	1
San Antonio	July 2008	*	6
Houston	July 2008	*	4
Wolfe City	June 2008	Sphere	1
Troup	June 2008	Oval	1
Pattonville	June 2008	Light	1
Flint	June 2008	Changing	2
Crandall	June 2008	Unknown	1
Bee Caves	June 2008	Disk	1
Hooks	June 2008	Triangle	1
Honey Grove	June 2008	*	2
Port Aransas	June 2008	Other	1
Kemah	June 2008	Unknown	1
Comanche	June 2008	Unknown	1
Texarkana	June 2008	Other	1
Azle	June 2008	Triangle	2
Nacogdoches	June 2008	Circle	1
New Braunfels	June 2008	Triangle	2
Waco	June 2008	Other	1
Lewisville	June 2008	Oval	1
Amarillo	June 2008	Light	1
El Paso	June 2008	Cigar	1
San Antonio	June 2008	Other	1
Austin	June 2008	Light	2
Houston	June 2008	*	3
River Oaks	May 2008	Unknown	1
Cheek	May 2008	Light	1
Lake Texoma	May 2008	Triangle	1
Corsicana	May 2008	Light	1
Fort Davis	May 2008	Unknown	1
Alpine	May 2008	Light	1
Seguin	May 2008	Oval	1
Lake Jackson	May 2008	Other	1
Nacogdoches	May 2008	Light	1
Mansfield	May 2008	Light	1
Carrollton	May 2008	Cigar	1
Irving	May 2008	Diamond	1
Garland	May 2008	Rectangle	1
Arlington	May 2008	Flash	1
Fort Worth	May 2008	Oval	1
Dallas	May 2008	*	2
San Antonio	May 2008	Sphere	1
Houston	May 2008	Sphere	2
Interstate 40	April 2008	Unknown	1
Albany	April 2008	Fireball	1
Nevada	April 2008	*	2
Hallsville	April 2008	Changing	1
Caddo Mills	April 2008	Disk	1
Winters	April 2008	Other	1
Pilot Point	April 2008	Teardrop	1
Groveton	April 2008	Unknown	1
Orange	April 2008	Cigar	1
Buda	April 2008	Triangle	1
Tuscola	April 2008	Light	1
Brownsville	April 2008	Light	1
Azle	April 2008	Rectangle	1
Midland	April 2008	Cigar	1
Wichita Falls	April 2008	Changing	1
College Station	April 2008	Circle	1
Spring	April 2008	Light	1
El Paso	April 2008	Light	1
Dallas	April 2008	Disk	1
San Antonio	April 2008	Changing	1
Austin	April 2008	Teardrop	1
Houston	April 2008	Other	2
Fulton	March 2008	Unknown	1
Woodlands	March 2008	Oval	1
Ennis	March 2008	Sphere	1
Wolfforth	March 2008	Light	1
Freer	March 2008	Unknown	1
Center	March 2008	Flash	1
Terrell	March 2008	Disk	1
Paris	March 2008	Disk	1
Texas City	March 2008	Circle	1
Humble	March 2008	Triangle	1
Wichita Falls	March 2008	Changing	1
Dallas	March 2008	Cigar	1
Austin	March 2008	*	2
Houston	March 2008	Changing	1
Wells	February 2008	Light	1
Somerville County	February 2008	Circle	1
Florence	February 2008	Other	1
Encinal	February 2008	*	2
Orange	February 2008	Oval	1
Alpine	February 2008	Triangle	1
Weatherford	February 2008	Formation	1
Port Neches	February 2008	Cigar	1
Paris	February 2008	Cigar	1
Laredo	February 2008	Other	1
Brownsville	February 2008	Cylinder	1
Carrollton	February 2008	Other	1
College Station	February 2008	Triangle	1
Plano	February 2008	Circle	1
Corpus Christi	February 2008	*	2
Fort Worth	February 2008	*	2
El Paso	February 2008	*	2
Dallas	February 2008	*	3
San Antonio	February 2008	Changing	1
Austin	February 2008	*	2
Houston	February 2008	Sphere	1
Hemphill	January 2008	Rectangle	1
Calvert	January 2008	Fireball	1
Kerens	January 2008	Formation	1
Hamilton	January 2008	Light	1
Clarksville	January 2008	Rectangle	1
Baird	January 2008	Light	1
Sargent	January 2008	Circle	1
Salado	January 2008	Formation	1
Pottsboro	January 2008	Light	1
New Caney	January 2008	Circle	1
Murphy	January 2008	Flash	1
Fulshear	January 2008	Other	1
Crowley	January 2008	Light	1
Shepherd	January 2008	Triangle	1
Gulf Of Mexico	January 2008	Disk	1
Lakeway	January 2008	Disk	1
Canyon	January 2008	Sphere	1
Liberty Hill	January 2008	*	2
Springtown	January 2008	Circle	3
Athens	January 2008	Other	1
Stephenville	January 2008	*	6
Montgomery	January 2008	Disk	1
Azle	January 2008	Circle	1
Alvin	January 2008	Cigar	1
Grand Prairie	January 2008	Rectangle	1
Copperas Cove	January 2008	Unknown	1
Mesquite	January 2008	Unknown	1
Waco	January 2008	Fireball	1
Denton	January 2008	Chevron	1
Abilene	January 2008	Light	1
San Antonio	January 2008	*	3
Austin	January 2008	Disk	1
Houston	January 2008	*	3
Valley View	December 2007	Diamond	1
Robinson	December 2007	Light	1
Groves	December 2007	Other	1
Portland	December 2007	Light	1
Bay City	December 2007	Triangle	1
Brownsville	December 2007	Light	1
Tyler	December 2007	Unknown	1
Nacogdoches	December 2007	Unknown	1
Carrollton	December 2007	Sphere	1
McKinney	December 2007	Light	1
Garland	December 2007	Disk	1
Plano	December 2007	Sphere	1
Corpus Christi	December 2007	*	2
El Paso	December 2007	Fireball	1
Dallas	December 2007	Light	1
San Antonio	December 2007	Unknown	1
Houston	December 2007	Flash	1
Sweeny	November 2007	Light	1
Rockdale	November 2007	Triangle	1
Eldorado	November 2007	Cigar	1
Lake Worth	November 2007	Unknown	1
Lumberton	November 2007	Light	1
Kemah	November 2007	Oval	1
Canyon Lake	November 2007	Triangle	1
Palestine	November 2007	Teardrop	1
Alice	November 2007	Sphere	1
Grapevine	November 2007	Triangle	1
Hurst	November 2007	Circle	1
Frisco	November 2007	Chevron	1
Unknown	November 2007	Triangle	1
Pearland	November 2007	Sphere	1
Baytown	November 2007	Triangle	1
Denton	November 2007	Circle	1
Lubbock	November 2007	Teardrop	1
Plano	November 2007	*	2
San Antonio	November 2007	*	2
Austin	November 2007	Oval	1
Houston	November 2007	*	2
Rockport-Fulton	October 2007	Other	1
Roanoke	October 2007	Unknown	1
Iowa Park	October 2007	Triangle	1
Haskell	October 2007	Triangle	1
Keene	October 2007	Triangle	1
Joshua	October 2007	Unknown	1
Shepherd	October 2007	Triangle	1
Gulf Of Mexico	October 2007	Oval	1
Van Alstyne	October 2007	*	2
Ballinger	October 2007	Unknown	1
Southlake	October 2007	Fireball	1
Eagle Pass	October 2007	Oval	1
North Richland Hills	October 2007	Teardrop	1
League City	October 2007	Oval	1
Keller	October 2007	*	7
Nacogdoches	October 2007	Chevron	1
Irving	October 2007	Light	1
McKinney	October 2007	Other	1
Amarillo	October 2007	Light	1
Plano	October 2007	Other	1
Katy	October 2007	Triangle	1
Arlington	October 2007	Light	2
San Antonio	October 2007	Fireball	1
Austin	October 2007	*	3
Houston	October 2007	*	5
Hondo	September 2007	Formation	1
Lake Dallas	September 2007	Rectangle	1
Leakey	September 2007	Light	1
Bastrop	September 2007	Cigar	1
Humble	September 2007	Rectangle	1
Mesquite	September 2007	Other	1
Carrollton	September 2007	Light	1
College Station	September 2007	Unknown	1
El Paso	September 2007	Oval	1
Austin	September 2007	*	4
La Grange	August 2007	Triangle	1
Bend	August 2007	Light	1
McGregor	August 2007	Other	1
Gilmer	August 2007	Triangle	1
La Porte	August 2007	Light	1
Fort Davis	August 2007	Fireball	1
Marfa	August 2007	Cigar	1
Freeport	August 2007	Oval	1
Canyon Lake	August 2007	Light	1
Edinburg	August 2007	Light	1
Fort Hood	August 2007	Light	1
McAllen	August 2007	Sphere	1
Frisco	August 2007	Cigar	1
Alvin	August 2007	Fireball	2
Humble	August 2007	Oval	1
Unknown	August 2007	Oval	1
Allen	August 2007	Cigar	1
Killeen	August 2007	Circle	1
Wichita Falls	August 2007	Cigar	1
Plano	August 2007	Unknown	1
Dallas	August 2007	Unknown	1
Houston	August 2007	Unknown	2
Big Bend National Park	July 2007	Diamond	1
Portland	July 2007	Teardrop	1
Livingston	July 2007	Circle	1
Flower Mound	July 2007	Fireball	1
Allen	July 2007	Unknown	1
Tomball	July 2007	Other	1
Wichita Falls	July 2007	Light	2
McKinney	July 2007	Oval	1
Abilene	July 2007	Fireball	1
Garland	July 2007	Changing	1
El Paso	July 2007	*	2
San Antonio	July 2007	*	3
Austin	July 2007	Circle	2
Texas coast	June 2007	Cigar	1
Marshall	June 2007	Teardrop	2
Canyon	June 2007	Light	1
Liberty Hill	June 2007	Flash	1
Terrell	June 2007	Triangle	1
Waxahachie	June 2007	Light	1
Midland	June 2007	Light	1
Waco	June 2007	Light	1
Denton	June 2007	Changing	1
Lubbock	June 2007	Cylinder	1
El Paso	June 2007	Formation	1
Houston	June 2007	Sphere	1
Spur	May 2007	Light	1
Nederland	May 2007	Flash	1
Mission	May 2007	Circle	1
Cross Roads	May 2007	Other	1
Port Isabel	May 2007	Disk	1
Lufkin	May 2007	Other	1
New Braunfels	May 2007	Light	1
Mesquite	May 2007	Unknown	1
Denton	May 2007	*	2
Round Rock	May 2007	Circle	1
Plano	May 2007	Rectangle	1
Fort Davis	April 2007	Disk	1
Carrollton	April 2007	Circle	1
Lewisville	April 2007	Triangle	1
Abilene	April 2007	Unknown	1
San Antonio	April 2007	Other	1
Austin	April 2007	*	2
Hico	March 2007	Circle	1
Caldwell	March 2007	Disk	1
Wilmer	March 2007	Circle	1
Hallettsville	March 2007	Fireball	1
Columbus	March 2007	Unknown	2
Rockwall	March 2007	Light	1
Aledo	March 2007	Fireball	1
Stephenville	March 2007	Flash	1
Montgomery	March 2007	Light	1
McAllen	March 2007	Circle	1
McKinney	March 2007	Unknown	1
Denton	March 2007	Changing	1
Arlington	March 2007	Oval	1
Corpus Christi	March 2007	Light	1
El Paso	March 2007	Oval	1
Austin	March 2007	Light	1
Houston	March 2007	*	4
West Texas	February 2007	Unknown	1
Colmesneil	February 2007	Unknown	1
High Island	February 2007	Unknown	1
Liberty Hill	February 2007	Oval	1
Lubbock	February 2007	Oval	1
Austin	February 2007	Formation	1
Houston	February 2007	*	2
Utopia	January 2007	Other	1
Honey Grove	January 2007	Circle	1
Eagle Pass	January 2007	Circle	1
Crosby	January 2007	Disk	1
McKinney	January 2007	Cigar	1
Garland	January 2007	Light	1
Round Rock	January 2007	Changing	1
Katy	January 2007	Light	1
Corpus Christi	January 2007	Sphere	1
Fort Worth	January 2007	Triangle	1
Dallas	January 2007	*	2
San Antonio	January 2007	*	2
Houston	January 2007	*	2
Trinity	December 2006	Circle	1
Northeastern	December 2006	Cone	1
Hemsted	December 2006	Flash	1
Ennis	December 2006	Light	1
Crosby	December 2006	Other	1
Coppell	December 2006	Fireball	1
Carrollton	December 2006	Triangle	1
Austin	December 2006	Light	1
Rosanky	November 2006	Fireball	1
Kosse	November 2006	Cylinder	1
Fair Oaks	November 2006	Triangle	1
Alto	November 2006	Light	1
Highlands	November 2006	Circle	1
Corinth	November 2006	Sphere	1
Carthage	November 2006	Light	1
Addison	November 2006	Teardrop	1
Boerne	November 2006	Disk	1
Tuscola	November 2006	Light	2
Laredo	November 2006	Disk	1
Texas City	November 2006	Disk	1
New Braunfels	November 2006	Fireball	1
Tomball	November 2006	Formation	1
Baytown	November 2006	Circle	1
Odessa	November 2006	Disk	2
Wichita Falls	November 2006	*	2
Galveston	November 2006	Cigar	1
Katy	November 2006	Triangle	1
Pennington	October 2006	Diamond	1
Plainview	October 2006	Other	1
Wolfforth	October 2006	Disk	1
Mabank	October 2006	Other	1
Spicewood	October 2006	Disk	1
Pampa	October 2006	Triangle	1
Seguin	October 2006	Triangle	1
Texarkana	October 2006	Triangle	1
Montgomery	October 2006	Fireball	1
Beaumont	October 2006	Triangle	1
Georgetown	October 2006	Oval	1
Cypress	October 2006	Cylinder	1
Irving	October 2006	Circle	1
Wichita Falls	October 2006	Fireball	1
McKinney	October 2006	Fireball	1
Arlington	October 2006	Cylinder	1
San Antonio	October 2006	*	3
Austin	October 2006	Unknown	1
Woodway	September 2006	Cigar	1
Santa Maria	September 2006	Circle	1
Luling	September 2006	Sphere	1
Archer City	September 2006	Triangle	1
Winnie	September 2006	Fireball	1
Junction	September 2006	Unknown	1
Bay City	September 2006	Triangle	1
Lumberton	September 2006	Sphere	1
Huffman	September 2006	Cigar	1
China Spring	September 2006	Light	1
Boerne	September 2006	Disk	1
Conroe	September 2006	Light	1
Georgetown	September 2006	Chevron	1
Baytown	September 2006	Sphere	1
Odessa	September 2006	Unknown	1
Denton	September 2006	Disk	1
Garland	September 2006	Light	1
Amarillo	September 2006	Triangle	1
Arlington	September 2006	Egg	1
Fort Worth	September 2006	Other	1
San Antonio	September 2006	Fireball	1
Houston	September 2006	*	6
Willis	August 2006	Unknown	1
Henderson County	August 2006	Diamond	1
Detroit	August 2006	Oval	1
Ferris	August 2006	Light	1
Cross Roads	August 2006	Unknown	1
Texas City	August 2006	Disk	1
Keller	August 2006	Cylinder	1
Brownsville	August 2006	Triangle	1
Tyler	August 2006	Unknown	1
Longview	August 2006	Triangle	2
Killeen	August 2006	Unknown	1
Georgetown	August 2006	Light	1
Cypress	August 2006	Unknown	1
Lewisville	August 2006	Sphere	1
McKinney	August 2006	Circle	1
Corpus Christi	August 2006	*	2
Fort Worth	August 2006	Light	1
Dallas	August 2006	Fireball	1
San Antonio	August 2006	*	2
Austin	August 2006	*	2
Midlothian	July 2006	Formation	1
Littig	July 2006	Triangle	2
Hillsboro	July 2006	Light	1
Dell City	July 2006	Unknown	1
Three Rivers	July 2006	Other	1
Burton	July 2006	Other	1
Leakey	July 2006	Light	1
Gulf Of Mexico	July 2006	Other	1
Lakeway	July 2006	Unknown	1
Mansfield	July 2006	Oval	1
Killeen	July 2006	Unknown	1
McKinney	July 2006	Unknown	1
Denton	July 2006	Circle	1
Corpus Christi	July 2006	Formation	1
San Antonio	July 2006	Other	1
La Feria	June 2006	Light	1
Harwood	June 2006	Sphere	1
Harris County	June 2006	Unknown	1
San Diego	June 2006	Rectangle	1
Corinth	June 2006	Triangle	1
Harlingen	June 2006	Triangle	1
China Spring	June 2006	Triangle	1
Texas	June 2006	Other	1
Fairfield	June 2006	Formation	1
Texarkana	June 2006	Light	1
McAllen	June 2006	Light	1
Beaumont	June 2006	Light	1
San Angelo	June 2006	Sphere	1
College Station	June 2006	Triangle	1
Galveston	June 2006	Triangle	1
Amarillo	June 2006	Unknown	1
Fort Worth	June 2006	Unknown	1
El Paso	June 2006	Changing	1
San Antonio	June 2006	Light	1
Austin	June 2006	*	2
Houston	June 2006	*	3
highway 78 between Bailey & Bonham, Texas	May 2006	Sphere	1
Holland	May 2006	Unknown	2
Elgin	May 2006	Circle	1
Adkins	May 2006	Sphere	1
Comanche	May 2006	Unknown	1
Tuscola	May 2006	Light	1
Del Rio	May 2006	Other	1
Seguin	May 2006	Sphere	1
Waxahachie	May 2006	Changing	1
Azle	May 2006	Light	1
Pearland	May 2006	Circle	1
Lewisville	May 2006	*	2
Plano	May 2006	Unknown	1
El Paso	May 2006	Other	1
Austin	May 2006	*	2
Houston	May 2006	*	2
Hebronville	April 2006	Other	1
Colorado City	April 2006	Diamond	1
Bowie	April 2006	Changing	1
McCamey	April 2006	Oval	1
Anna	April 2006	Triangle	1
De Leon	April 2006	Light	1
Orange	April 2006	Triangle	1
Smithville	April 2006	Oval	1
Mineola	April 2006	Other	1
Euless	April 2006	Triangle	1
Midland	April 2006	Changing	1
Carrollton	April 2006	Light	1
San Marcos	April 2006	Triangle	1
Round Rock	April 2006	Light	1
Arlington	April 2006	Triangle	1
Fort Worth	April 2006	Other	1
El Paso	April 2006	Other	1
Dallas	April 2006	Changing	1
San Antonio	April 2006	*	2
Austin	April 2006	Circle	1
Houston	April 2006	Oval	1
Rankin	March 2006	Oval	1
Allison	March 2006	Triangle	1
Bogata	March 2006	Light	1
Decatur	March 2006	Other	1
Carthage	March 2006	Circle	1
China Spring	March 2006	Other	1
Irving	March 2006	Triangle	1
Lewisville	March 2006	Circle	1
Amarillo	March 2006	Rectangle	1
Lubbock	March 2006	Circle	1
Corpus Christi	March 2006	Changing	1
San Antonio	March 2006	Triangle	2
South Tyler	February 2006	Changing	1
San Manuel	February 2006	Circle	1
China Spring	February 2006	Light	1
Springtown	February 2006	Triangle	1
Alice	February 2006	Light	1
The Woodlands	February 2006	Unknown	1
Waxahachie	February 2006	Triangle	1
Azle	February 2006	Cross	1
Abilene	February 2006	Circle	1
Lubbock	February 2006	Other	1
San Antonio	February 2006	Triangle	1
Austin	February 2006	*	3
Houston	February 2006	Light	1
West Tawakoni	January 2006	Unknown	1
West Point	January 2006	Light	1
Synder	January 2006	Other	1
Sunrise Beach Village	January 2006	Unknown	1
not sure	January 2006	Triangle	1
dont know	January 2006	Triangle	1
Dickens	January 2006	Other	1
Whitehouse	January 2006	Disk	1
Orange Grove	January 2006	Rectangle	1
Decatur	January 2006	Disk	1
Harlingen	January 2006	Cone	1
Burnet	January 2006	Light	1
Wimberley	January 2006	Triangle	1
Huntsville	January 2006	Disk	1
Midland	January 2006	Light	1
Abilene	January 2006	Light	2
El Paso	January 2006	Circle	1
San Antonio	January 2006	Triangle	1
Houston	January 2006	Light	1
Sabine Pass	December 2005	Light	1
China Spring	December 2005	Sphere	1
Pflugerville	December 2005	Light	1
Tuscola	December 2005	Light	1
Georgetown	December 2005	Circle	1
Lewisville	December 2005	Light	1
Plano	December 2005	*	2
Arlington	December 2005	Light	1
Austin	December 2005	Triangle	2
Somerset	November 2005	Sphere	1
Hemptead-Brenham	November 2005	Light	1
Nolanville	November 2005	Oval	1
Kermit	November 2005	Unknown	1
Elgin	November 2005	Light	1
Port Isabel	November 2005	Disk	1
Ballinger	November 2005	Changing	1
Belton	November 2005	Flash	1
Temple	November 2005	Diamond	1
Kingsville	November 2005	*	2
Bertram	November 2005	Light	1
Bastrop	November 2005	*	3
The Colony	November 2005	Light	1
Texarkana	November 2005	Triangle	1
Humble	November 2005	Light	1
Waco	November 2005	Light	1
Lewisville	November 2005	Flash	1
Plano	November 2005	*	2
Katy	November 2005	Light	1
Arlington	November 2005	Light	1
Fort Worth	November 2005	Light	1
Dallas	November 2005	Triangle	1
San Antonio	November 2005	*	3
Austin	November 2005	Fireball	1
Retreat	October 2005	Disk	1
Hempstead	October 2005	Cigar	1
North Zulch	October 2005	Circle	1
New Caney	October 2005	Formation	1
Missouri City	October 2005	Flash	1
Atlanta	October 2005	Other	1
Mineola	October 2005	Egg	1
Liberty Hill	October 2005	Light	1
Watauga	October 2005	Cigar	1
Georgetown	October 2005	Changing	1
Mesquite	October 2005	Circle	1
San Marcos	October 2005	Diamond	1
Denton	October 2005	Disk	1
Amarillo	October 2005	Sphere	1
Katy	October 2005	Unknown	1
Arlington	October 2005	*	2
Fort Worth	October 2005	Light	1
Dallas	October 2005	Disk	1
San Antonio	October 2005	*	2
Austin	October 2005	*	3
Houston	October 2005	Circle	1
Noack	September 2005	Rectangle	1
McDonald Observatory	September 2005	Light	1
Gail	September 2005	Circle	1
Maypearl	September 2005	Unknown	2
Buna	September 2005	Light	1
Kerrville	September 2005	Light	1
Temple	September 2005	Light	1
Bertram	September 2005	*	2
Humble	September 2005	Oval	1
Conroe	September 2005	Triangle	1
Waco	September 2005	Light	1
College Station	September 2005	Disk	1
Plano	September 2005	Other	1
Arlington	September 2005	Fireball	1
San Antonio	September 2005	*	3
Austin	September 2005	Fireball	1
Stinnett	August 2005	Circle	1
Claude	August 2005	Unknown	1
Princeton	August 2005	Light	1
Beeville	August 2005	Circle	1
Lexington	August 2005	Unknown	1
Port Neches	August 2005	Unknown	1
Leander	August 2005	Light	1
Dickinson	August 2005	Cigar	1
Alice	August 2005	Cylinder	1
Pasadena	August 2005	Sphere	1
Bertram	August 2005	Cigar	1
College Station	August 2005	*	2
Galveston	August 2005	Circle	1
Lubbock	August 2005	Changing	1
Plano	August 2005	Light	1
Fort Worth	August 2005	Other	1
Dallas	August 2005	Formation	1
Austin	August 2005	Light	1
Houston	August 2005	Unknown	1
Lake Waco	July 2005	Egg	1
Houston-College Station	July 2005	Teardrop	1
Bastrop County	July 2005	Light	1
Whitewright	July 2005	Light	1
Andrews	July 2005	Unknown	1
Sargent	July 2005	*	2
Avinger	July 2005	*	2
Highland Village	July 2005	Flash	1
Orange	July 2005	Diamond	1
Benbrook	July 2005	Light	2
Eagle Pass	July 2005	Oval	1
Crosby	July 2005	Light	1
Kingsville	July 2005	Other	1
Killeen	July 2005	Cigar	1
Richardson	July 2005	Light	1
Fort Worth	July 2005	*	2
El Paso	July 2005	*	2
Dallas	July 2005	Unknown	1
San Antonio	July 2005	Circle	1
in air	June 2005	Circle	1
Hardin	June 2005	Flash	1
Goodrich	June 2005	Light	1
Fate	June 2005	Triangle	1
Driscoll	June 2005	Cylinder	1
Italy	June 2005	Light	1
Corsicana	June 2005	Circle	1
Memphis	June 2005	Triangle	1
Avinger	June 2005	Cylinder	1
Tuscola	June 2005	*	2
Bertram	June 2005	Oval	1
Grapevine	June 2005	Light	1
McKinney	June 2005	Light	1
Abilene	June 2005	Light	1
Amarillo	June 2005	Other	1
Fort Worth	June 2005	Light	1
San Antonio	June 2005	Sphere	1
Houston	June 2005	*	2
Troy	May 2005	Unknown	1
Big Lake	May 2005	Light	1
Beckville	May 2005	Light	1
Nolanville	May 2005	Disk	1
Ben Wheeler	May 2005	Light	1
Kilgore	May 2005	Sphere	1
Emory	May 2005	Rectangle	1
Watauga	May 2005	Circle	1
Waxahachie	May 2005	Cylinder	1
Unknown	May 2005	Triangle	1
Lewisville	May 2005	Changing	1
Abilene	May 2005	Light	1
Arlington	May 2005	Light	1
El Paso	May 2005	*	3
Austin	May 2005	*	2
Hitchcock	April 2005	Light	1
Crystal Beach	April 2005	Chevron	1
